file	archive_id	date	year	date_flag	direction	correspondent_verbatim	thinker_id	resolution	genre	work_type_suggest
120-Telegram_to_Mr_Minoo_Masani_16-03-1971.pdf	120	1971-03-16	1971		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1200-Letter_from_V_S_Srikumar_26-04-1975.pdf	1200	1975-04-26	1975		from	V S Srikumar		unresolved	letter	letter
1201-Letter_to_SV_Raju_06-05-1975.pdf	1201	1975-05-06	1975		to	SV Raju	s-v-raju	resolved	letter	letter
1202-Letter_to_Harihar_Patel_05-05-1975.pdf	1202	1975-05-05	1975		to	Harihar Patel		unresolved	letter	letter
1203-Letter_to_Mr_Minoo_Masani_09-04-1975.pdf	1203	1975-04-09	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1204-Letter_to_Nabakrusha_Choudhury_04-04-1975.pdf	1204	1975-04-04	1975		to	Nabakrusha Choudhury		unresolved	letter	letter
1205-Letter_to_Mr_Minoo_Masani_25-04-1975.pdf	1205	1975-04-25	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1206-Letter_to_PK_Deo_23-04-1975.pdf	1206	1975-04-23	1975		to	PK Deo		unresolved	letter	letter
1207-Receipt_of_Donation_No-108_16-04-1975.pdf	1207	1975-04-16	1975							
1208-Letter_to_Badal_Gangopadhya_15-04-1975.pdf	1208	1975-04-15	1975		to	Badal Gangopadhya		unresolved	letter	letter
1209-Letter_to_Piloo_Mody_08-04-1975.pdf	1209	1975-04-08	1975		to	Piloo Mody	piloo-mody	resolved	letter	letter
121-Telegram_to_Mr_Minoo_Masani_09-03-1971.pdf	121	1971-03-09	1971		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1210-Meeting_of_the_State_Council_of_the_Swatantra_party_31-03-1975.pdf	1210	1975-03-31	1975							
1211-Letter_to_RS_Bharati_14-03-1975.pdf	1211	1975-03-14	1975		to	RS Bharati		unresolved	letter	letter
1213-Letter_to_Mr_Minoo_Masani_06-03-1975.pdf	1213	1975-03-06	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1214-Letter_to_Mr_Minoo_Masani_08-03-1975.pdf	1214	1975-03-08	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1215-Letter_to_BD_Pandey_03-03-1975.pdf	1215	1975-03-03	1975		to	BD Pandey		unresolved	letter	letter
1216-Letter_to_Mr_Minoo_Masani_25-02-1975.pdf	1216	1975-02-25	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1217-Letter_to_VT_Sreenivasan_18-02-1975.pdf	1217	1975-02-18	1975		to	VT Sreenivasan		unresolved	letter	letter
1218-Letter_from_V_S_Srikumar_11-02-1975.pdf	1218	1975-02-11	1975		from	V S Srikumar		unresolved	letter	letter
1219-Receipt_of_Donation_No-104_11-02-1975.pdf	1219	1975-02-11	1975							
122-Telegram_to_Mr_Minoo_Masani_01-03-1971.pdf	122	1971-03-01	1971		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1220-Receipt_of_Donation_No-106_07-02-1975.pdf	1220	1975-02-07	1975							
1221-Letter_to_Mr_Minoo_Masani_06-02-1975.pdf	1221	1975-02-06	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1222-Letter_to_RS_Bharati_03-03-1975.pdf	1222	1975-03-03	1975		to	RS Bharati		unresolved	letter	letter
1223-Letter_to_Mr_Minoo_Masani_30-01-1975.pdf	1223	1975-01-30	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1224-Minutes_of_the_Meeting_of_the_National_Executive_of_the_Swatantra_Party_22-01-1975.pdf	1224	1975-01-22	1975						minutes	minutes
1225-Letter_to_Madhu_Mehta_24-01-1975.pdf	1225	1975-01-24	1975		to	Madhu Mehta		unresolved	letter	letter
1226-Letter_to_Mr_Minoo_Masani_18-01-1975.pdf	1226	1975-01-18	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1227-Letter_to_Mr_Minoo_Masani_18-01-1975.pdf	1227	1975-01-18	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1228-Letter_to_Mr_Minoo_Masani_17-01-1975.pdf	1228	1975-01-17	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1229-Letter_to_VS_Srikumar_14-01-1975.pdf	1229	1975-01-14	1975		to	VS Srikumar		unresolved	letter	letter
123-Telegram_to_Mr_Minoo_Masani_01-03-1971.pdf	123	1971-03-01	1971		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1230-Letter_to_Mr_Minoo_Masani_09-01-1975.pdf	1230	1975-01-09	1975		to	Minoo Masani	minoo-masani	resolved	letter	letter
1231-letter_from_VP_Bhatia_09-01-1975.pdf	1231	1975-01-09	1975		from	VP Bhatia		unresolved	letter	letter
1232-Press_Statement_Released_by_Girish_Munshi_16-10-1974.pdf	1232	1974-10-16	1974						press_note	press_note
1233-Passed_by_the_Election_Commission_on_the_Formation_of_the_Bharatiya_Lok_Dal_03-01-1975.pdf	1233	1975-01-03	1975							
1234-Receipt_of_Donation_No-102_01-01-1975.pdf	1234	1975-01-01	1975							
1235-Letter_from_Mr_Minoo_Masani_08-03-1967.pdf	1235	1967-03-08	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1236-Letter_to_Mr_Minoo_Masani_11-08-1970.pdf	1236	1970-08-11	1970		to	Minoo Masani	minoo-masani	resolved	letter	letter
1237-Letter_to_Mr_Minoo_Masani_09-12-1970.pdf	1237	1970-12-09	1970		to	Minoo Masani	minoo-masani	resolved	letter	letter
1238-Letter_from_KC_Pant_08-12-1970.pdf	1238	1970-12-08	1970		from	KC Pant		unresolved	letter	letter
1239-The_Salaries_and_Allowances_of_Ministers_Bill-1970.pdf	1239	1970	1970							
124-Telegram_to_Mr_Minoo_Masani_28-02-1971.pdf	124	1971-02-28	1971		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1240-The_Salaries_and_Allowances_of_Ministers_Bill_No-132_1970.pdf	1240	1970	1970							
1241-Letter_from_N_Dandekar_16-11-1970.pdf	1241	1970-11-16	1970		from	N Dandekar	n-dandekar	resolved	letter	letter
1242-The_Salaries_and_Allowances_of_Ministers_Bill-1970.pdf	1242	1970	1970							
1243-Letter_to_Mr_Minoo_Masani_08-09-1970.pdf	1243	1970-09-08	1970		to	Minoo Masani	minoo-masani	resolved	letter	letter
1244-Letter_to_Mr_Minoo_Masani_28-08-1970.pdf	1244	1970-08-28	1970		to	Minoo Masani	minoo-masani	resolved	letter	letter
1245-The_Salaries_and_Allowances_of_Ministers_Bill-1970.pdf	1245	1970	1970							
1246-New_Age_of_British_Steel-New_Statesman_21-08-1970.pdf	1246	1970-08-21	1970							
1247-With_the_Compliments_of_N_Dandeker_18-08-1970.pdf	1247	1970-08-18	1970							
1248-The_Salaries_and_Allowances_of_Ministers_Bill-1970.pdf	1248	1970	1970							
1249-The_Salaries_and_Allowances_of_Ministers_Bill-1970.pdf	1249	1970	1970							
125-Telegram_to_Mr_Minoo_Masani_02-03-1971.pdf	125	1971-03-02	1971		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1250-Outlay_on_Ministers_Doubled_in_Decade-Times_25-08-1970.pdf	1250	1970-08-25	1970							
1251-How_much_dows_cabinet_cost.pdf	1251									
1252-The_Salaries_and_Allowances_of_Ministers_Bill-1970.pdf	1252	1970	1970							
1253-Expenses_on_MInisters_Shoot_Up.pdf	1253									
1254-Letter_to_N_Dandekar_05-08-1970.pdf	1254	1970-08-05	1970		to	N Dandekar	n-dandekar	resolved	letter	letter
1255-The_Salaries_and_Allowances_of_Ministers_Bill_No-47_27-12-1969.pdf	1255	1969-12-27	1969							
1256-The_Salaries_and_Allowances_of_Ministers_12-08-1952.pdf	1256	1952-08-12	1952							
1257-Letter_to_M_Savino_10-11-1970.pdf	1257	1970-11-10	1970		to	M Savino		unresolved	letter	letter
1258-Letter_to_Mr_Minoo_Masani_10-11-1970.pdf	1258	1970-11-10	1970		to	Minoo Masani	minoo-masani	resolved	letter	letter
1259-Letter_from_Mr_Minoo_Masani_06-08-1970.pdf	1259	1970-08-06	1970		from	Minoo Masani	minoo-masani	resolved	letter	letter
126-Telegram_to_Mr_Minoo_Masani_01-03-1971.pdf	126	1971-03-01	1971		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1260-Letter_from_Mr_Minoo_Masani_06-08-1970.pdf	1260	1970-08-06	1970		from	Minoo Masani	minoo-masani	resolved	letter	letter
1261-Letter_from_Mr_Minoo_Masani_17-12-1969.pdf	1261	1969-12-17	1969		from	Minoo Masani	minoo-masani	resolved	letter	letter
1262-Consultative_Bodies_Conversion_06-08-1970.pdf	1262	1970-08-06	1970							
1263-Letter_from_PK_Deo_31-07-1970.pdf	1263	1970-07-31	1970		from	PK Deo		unresolved	letter	letter
1264-The_Constitution_Amendment_Bill-1967_By_P_K_Deo.pdf	1264									
1265-Letter_from_NG_Ranga_28-07-1970.pdf	1265	1970-07-28	1970		from	NG Ranga		unresolved	letter	letter
1266-The_Judges_Inquiry_Act_05-12-1968.pdf	1266	1968-12-05	1968							
1267-Letter_from_PK_Patnaik_03-03-1970.pdf	1267	1970-03-03	1970		from	PK Patnaik		unresolved	letter	letter
1268-Letter_from_Mr_Minoo_Masani_27-02-1970.pdf	1268	1970-02-27	1970		from	Minoo Masani	minoo-masani	resolved	letter	letter
1269-Letter_to_Mr_Minoo_Masani_06-02-1970.pdf	1269	1970-02-06	1970		to	Minoo Masani	minoo-masani	resolved	letter	letter
127-Telegram_to_Mr_Minoo_Masani_01-03-1971.pdf	127	1971-03-01	1971		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
1270-Letter_from_Mr_Minoo_Masani_27-02-1970.pdf	1270	1970-02-27	1970		from	Minoo Masani	minoo-masani	resolved	letter	letter
1271-Notice_of_Amendments_to_Bills_20-02-1970.pdf	1271	1970-02-20	1970						circular	circular
1272-Letter_from_Mr_Minoo_Masani_15-12-1969.pdf	1272	1969-12-15	1969		from	Minoo Masani	minoo-masani	resolved	letter	letter
1273-Letter_from_Mr_Minoo_Masani_04-12-1969.pdf	1273	1969-12-04	1969		from	Minoo Masani	minoo-masani	resolved	letter	letter
1274-Letter_to_The_Speaker-Lok_Sabha_03-12-1969.pdf	1274	1969-12-03	1969		to	The Speaker-Lok Sabha		unresolved	letter	letter
1275-Letter_from_Madhu_Limaye_13-11-1969.pdf	1275	1969-11-13	1969		from	Madhu Limaye		unresolved	letter	letter
1276-Letter_to_Acting_President_06-08-1969.pdf	1276	1969-08-06	1969		to	Acting President		unresolved	letter	letter
1277-Letter_to_Acting_President_30-07-1969.pdf	1277	1969-07-30	1969		to	Acting President		unresolved	letter	letter
1278-Speech_of_Mr_Minoo_Masani_23-12-1967.pdf	1278	1967-12-23	1967						speech	speech
1279-Nomination_of_High_Commissioner_Designate_to_U_K_27-11-1967.pdf	1279	1967-11-27	1967							
128-Letter_to_Mr_Minoo_Masani_27-02-1971.pdf	128	1971-02-27	1971		to	Minoo Masani	minoo-masani	resolved	letter	letter
1280-Letter_to_Acting_President_24-07-1969.pdf	1280	1969-07-24	1969		to	Acting President		unresolved	letter	letter
1281-For_Favour_of_Publication_24-07-1969.pdf	1281	1969-07-24	1969							
1282-Letter_to_Prime_Minister_23-07-1969.pdf	1282	1969-07-23	1969		to	Prime Minister		unresolved	letter	letter
1283-Letter_to_Prime_Minister_23-07-1969.pdf	1283	1969-07-23	1969		to	Prime Minister		unresolved	letter	letter
1284-For_Favour_of_Publication_23-07-1969.pdf	1284	1969-07-23	1969							
1285-Letter_from_Mr_Minoo_Masani_22-07-1969.pdf	1285	1969-07-22	1969		from	Minoo Masani	minoo-masani	resolved	letter	letter
1286-Letter_to_Secretary-Lok_Sabha_20-07-1969.pdf	1286	1969-07-20	1969		to	Secretary-Lok Sabha		not_a_person	letter	letter
1287-Letter_from_Mr_Minoo_Masani_01-08-1968.pdf	1287	1968-08-01	1968		from	Minoo Masani	minoo-masani	resolved	letter	letter
1288-Letter_to_NG_Ranga_03-06-1968.pdf	1288	1968-06-03	1968		to	NG Ranga		unresolved	letter	letter
1289-For_Favour_of_Publication_11-05-1968.pdf	1289	1968-05-11	1968							
129-Statement_of_Mr_Minoo_Masani_For_Publication_03-05-1967.pdf	129	1967-05-03	1967						press_note	press_note
1290-Ministry_of_External_Affairs.pdf	1290									
1291-Letter_to_Mr_Minoo_Masani_25-03-1963.pdf	1291	1963-03-25	1963		to	Minoo Masani	minoo-masani	resolved	letter	letter
1292-Letter_to_CC_Desai_24-03-1968.pdf	1292	1968-03-24	1968		to	CC Desai		unresolved	letter	letter
1293-Letter_to_Mr_Minoo_Masani_19-02-1968.pdf	1293	1968-02-19	1968		to	Minoo Masani	minoo-masani	resolved	letter	letter
1294-For_Favour_of_Publication_15-02-1968.pdf	1294	1968-02-15	1968							
1295-Indias_Naval_Expansion_Programme_13-03-1968.pdf	1295	1968-03-13	1968						manifesto	occasional_paper
1296-Letter_to_Mr_Minoo_Masani_08-03-1968.pdf	1296	1968-03-08	1968		to	Minoo Masani	minoo-masani	resolved	letter	letter
1297-Letter_to_Mr_Minoo_Masani_23-02-1968.pdf	1297	1968-02-23	1968		to	Minoo Masani	minoo-masani	resolved	letter	letter
1298-Letter_from_Mr_Minoo_Masani_22-02-1968.pdf	1298	1968-02-22	1968		from	Minoo Masani	minoo-masani	resolved	letter	letter
1299-Letter_to_Mr_Minoo_Masani_06-02-1968.pdf	1299	1968-02-06	1968		to	Minoo Masani	minoo-masani	resolved	letter	letter
13-Letter_to_Mr_Nagen_Bakshi_29-03-1971.pdf	13	1971-03-29	1971		to	Nagen Bakshi		unresolved	letter	letter
130-Note_on_Indian_General_Election_Feb-1967.pdf	130	1967-02	1967							
1300-Notice_of_Amendments_to_Bills_12-02-1968.pdf	1300	1968-02-12	1968						circular	circular
1301-Letter_from_Mr_Minoo_Masani_23-03-1967.pdf	1301	1967-03-23	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1302-Letter_from_Mr_Minoo_Masani_03-02-1968.pdf	1302	1968-02-03	1968		from	Minoo Masani	minoo-masani	resolved	letter	letter
1303-Letter_from_Mr_Minoo_Masani_13-12-1967.pdf	1303	1967-12-13	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1304-Nomination_of_High_Commissioner_Designate_to_U_K_27-11-1967.pdf	1304	1967-11-27	1967							
1305-Letter_from_Mr_Minoo_Masani_09-11-1967.pdf	1305	1967-11-09	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1306-Extracts_from_an_Article_By_Mr_justice_SS_Dhavan_29-01-1966.pdf	1306	1966-01-29	1966							
1307-Letter_to_Mr_Minoo_Masani_24-11-1967.pdf	1307	1967-11-24	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1308-Letter_to_Mr_Minoo_Masani_21-11-1967.pdf	1308	1967-11-21	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1309-Letter_from_Mr_Minoo_Masani_21-11-1967.pdf	1309	1967-11-21	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
131-Transcripted_speech_delivered_by_Mr_Masani_06-07-1967.pdf	131	1967-07-06	1967						speech	speech
1310-Letter_from_Mr_Minoo_Masani_20-11-1967.pdf	1310	1967-11-20	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1311-Letter_to_Mr_Minoo_Masani_18-11-1967.pdf	1311	1967-11-18	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1312-Letter_to_Mr_Minoo_Masani_14-11-1967.pdf	1312	1967-11-14	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1313-Letter_to_Morarji_Desai_10-11-1967.pdf	1313	1967-11-10	1967		to	Morarji Desai	morarji-desai	resolved	letter	letter
1314-Letter_from_Mr_Minoo_Masani_14-11-1967.pdf	1314	1967-11-14	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1315-Letter_to_Morarji_Desai_10-11-1967.pdf	1315	1967-11-10	1967		to	Morarji Desai	morarji-desai	resolved	letter	letter
1316-Letter_from_Mr_Minoo_Masani_09-11-1967.pdf	1316	1967-11-09	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1317-Calling_Attention_Notice_20-11-1967.pdf	1317	1967-11-20	1967						circular	circular
1318-Deficit_Financing_16-11-1967.pdf	1318	1967-11-16	1967							
1319-Release_of_Sheikh_Abdullah_15-11-1967.pdf	1319	1967-11-15	1967							
132-The_Hidden_Telephone_Tax-Hindustan_Times_01-07-1967.pdf	132	1967-07-01	1967							
1320-Letter_to_Mr_Minoo_Masani_24-07-1967.pdf	1320	1967-07-24	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1321-Letter_from_Morarji_Desai_24-07-1967.pdf	1321	1967-07-24	1967		from	Morarji Desai	morarji-desai	resolved	letter	letter
1322-Letter_from_Mr_Minoo_Masani_19-07-1967.pdf	1322	1967-07-19	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1323-Letter_to_Prime_Minister_05-06-1967.pdf	1323	1967-06-05	1967		to	Prime Minister		unresolved	letter	letter
1324-Letter_to_Ajoy_Mukherjee_19-06-1967.pdf	1324	1967-06-19	1967		to	Ajoy Mukherjee		unresolved	letter	letter
1325-Notice_of_Amendments_to_Bills_13-06-1967.pdf	1325	1967-06-13	1967						circular	circular
1326-Letter_to_Mr_Minoo_Masani_26-05-1967.pdf	1326	1967-05-26	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1327-Letter_from_Mr_Minoo_Masani_22-05-1967.pdf	1327	1967-05-22	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1328-Letter_from_Mr_Minoo_Masani_28-04-1967.pdf	1328	1967-04-28	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1329-Letter_to_Mr_Minoo_Masani_25-04-1967.pdf	1329	1967-04-25	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
133-The_Hidden_Telephone_Tax-Case_for_a_Telecommunications_Corporation.pdf	133									
1330-Letter_to_Piloo_H_Mody_26-04-1967.pdf	1330	1967-04-26	1967		to	Piloo H Mody		unresolved	letter	letter
1331-Letter_to_Mr_Minoo_Masani_21-04-1967.pdf	1331	1967-04-21	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1332-Letter_to_Mr_Minoo_Masani_18-04-1967.pdf	1332	1967-04-18	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1333-Letter_to_B_Bhagwati_14-04-1967.pdf	1333	1967-04-14	1967		to	B Bhagwati		unresolved	letter	letter
1334-Letter_to_Ram_Subhag_Singh_10-04-1967.pdf	1334	1967-04-10	1967		to	Ram Subhag Singh		unresolved	letter	letter
1335-Letter_to_B_Bhagwati_10-04-1967.pdf	1335	1967-04-10	1967		to	B Bhagwati		unresolved	letter	letter
1336-Letter_from_Mr_Minoo_Masani_07-04-1967.pdf	1336	1967-04-07	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1337-General_Information_Relating_to_Parliamentary_and_Other_Matters_05-04-1967.pdf	1337	1967-04-05	1967							
1338-Letter_to_Ram_Subhag_Singh_04-04-1967.pdf	1338	1967-04-04	1967		to	Ram Subhag Singh		unresolved	letter	letter
1339-Letter_to_Mr_Minoo_Masani_03-04-1967.pdf	1339	1967-04-03	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
134-Morarjis_Breakfast_Nations_Last_Supper-March_Of_The_Nation_24-06-1967.pdf	134	1967-06-24	1967							
1340-Letter_to_Mr_Minoo_Masani_01-04-1967.pdf	1340	1967-04-01	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1341-Letter_to_Mr_Minoo_Masani_31-03-1967.pdf	1341	1967-03-31	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1342-Letter_to_Mr_Minoo_Masani_29-03-1967.pdf	1342	1967-03-29	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1343-Letter_from_Mr_Minoo_Masani_28-03-1967.pdf	1343	1967-03-28	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1344-Uncorrected-Not_for_Publication-The_Motion_was_Adopted_28-03-1967.pdf	1344	1967-03-28	1967							
1345-Letter_to_Indira_Gandhi_28-03-1967.pdf	1345	1967-03-28	1967		to	Indira Gandhi	indira-gandhi	resolved	letter	letter
1346-Statement_by_Way_of_Personal_Explanation_Made_By_Mr_MR_Masani_29-03-1967.pdf	1346	1967-03-29	1967						press_note	press_note
1347-Letter_from_Mr_Minoo_Masani_28-03-1967.pdf	1347	1967-03-28	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1348-Letter_to_Mr_Minoo_Masani_27-03-1967.pdf	1348	1967-03-27	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1349-Letter_from_Mr_Minoo_Masani_27-03-1967.pdf	1349	1967-03-27	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
135-For_Favour_of_Publication_24-01-1968.pdf	135	1968-01-24	1968							
1350-Letter_to_Mr_Minoo_Masani_23-03-1967.pdf	1350	1967-03-23	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1351-Letter_from_Mr_Minoo_Masani_21-03-1967.pdf	1351	1967-03-21	1967		from	Minoo Masani	minoo-masani	resolved	letter	letter
1352-Letter_to_Mr_Minoo_Masani_20-03-1967.pdf	1352	1967-03-20	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1353-Relevant_Extract_from_the_House_of_the_People_Deoates_28-04-1953.pdf	1353	1953-04-28	1953							
1354-Letter_to_Mr_Minoo_Masani_20-03-1967.pdf	1354	1967-03-20	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1355-Meeting_of_the_Speaker_with_the_Leaders_of_Uroups_17-03-1967.pdf	1355	1967-03-17	1967							
1356-Letter_to_Mr_Minoo_Masani_15-03-1967.pdf	1356	1967-03-15	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1357-Letter_to_Mr_Minoo_Masani_12-03-1967.pdf	1357	1967-03-12	1967		to	Minoo Masani	minoo-masani	resolved	letter	letter
1358-Telegram_from_Mr_Minoo_Masani_12-03-1967.pdf	1358	1967-03-12	1967		from	Minoo Masani	minoo-masani	resolved	telegram	telegram
1359-Letter_from_SV_Raju_06-10-1977.pdf	1359	1977-10-06	1977		from	SV Raju	s-v-raju	resolved	letter	letter
136-For_Favour_of_Publication_24-01-1968.pdf	136	1968-01-24	1968							
1360-Letter_to_SV_Raju_02-01-1977.pdf	1360	1977-01-02	1977		to	SV Raju	s-v-raju	resolved	letter	letter
1361-Letter_to_SV_Raju_23-04-1977.pdf	1361	1977-04-23	1977		to	SV Raju	s-v-raju	resolved	letter	letter
1362-Letter_from_SV_Raju_11-07-1977.pdf	1362	1977-07-11	1977		from	SV Raju	s-v-raju	resolved	letter	letter
1363-Discussion_About_Family_Planning_&_Janata_Politics_09-07-1977.pdf	1363	1977-07-09	1977							
1364-Letter_from_SV_Raju_15-06-1977.pdf	1364	1977-06-15	1977		from	SV Raju	s-v-raju	resolved	letter	letter
1365-Letter_to_SV_Raju_04-05-1977.pdf	1365	1977-05-04	1977		to	SV Raju	s-v-raju	resolved	letter	letter
1366-Letter_to_SV_Raju_05-05-1977.pdf	1366	1977-05-05	1977		to	SV Raju	s-v-raju	resolved	letter	letter
1367-Letter_from_SV_Raju_27-04-1977.pdf	1367	1977-04-27	1977		from	SV Raju	s-v-raju	resolved	letter	letter
1368-Letter_from_SV_Raju_13-04-1977.pdf	1368	1977-04-13	1977		from	SV Raju	s-v-raju	resolved	letter	letter
1369-Letter_from_SV_Raju_04-04-1977.pdf	1369	1977-04-04	1977		from	SV Raju	s-v-raju	resolved	letter	letter
137-For_Favour_of_Publication_24-01-1968.pdf	137	1968-01-24	1968							
1370-Letter_to_SV_Raju_14-05-1977.pdf	1370	1977-05-14	1977		to	SV Raju	s-v-raju	resolved	letter	letter
1371-Letter_from_SV_Raju_15-11-1977.pdf	1371	1977-11-15	1977		from	SV Raju	s-v-raju	resolved	letter	letter
1372-Freedom_First_14-02-1980.pdf	1372	1980-02-14	1980							
1373-Indias_Ballot-Box_Revolution_11-02-1978.pdf	1373	1978-02-11	1978							
1374-When_the_Wind_Blows-Indias_Ballot_Box_Revolution.pdf	1374									
1375-Letter_from_SV_Raju_27-04-1977.pdf	1375	1977-04-27	1977		from	SV Raju	s-v-raju	resolved	letter	letter
1376-Letter_to_SV_Raju_05-04-1977.pdf	1376	1977-04-05	1977		to	SV Raju	s-v-raju	resolved	letter	letter
1377-Letter_from_SV_Raju_26-04-1977.pdf	1377	1977-04-26	1977		from	SV Raju	s-v-raju	resolved	letter	letter
1378-Letter_to_SV_Raju_20-04-1977.pdf	1378	1977-04-20	1977		to	SV Raju	s-v-raju	resolved	letter	letter
1379-Indemnity_Bond_04-06-1987.pdf	1379	1987-06-04	1987							
138-Economic_Development_And_Political_Stability_06-01-1968.pdf	138	1968-01-06	1968							
1380-Letter_to_SV_Raju_29-12-1981.pdf	1380	1981-12-29	1981		to	SV Raju	s-v-raju	resolved	letter	letter
1381-Letter_to_SV_Raju_19-08-1982.pdf	1381	1982-08-19	1982		to	SV Raju	s-v-raju	resolved	letter	letter
1382-Provisional_Certificate_of_Vinod_Raju_19-05-1983.pdf	1382	1983-05-19	1983							
1383-Minutes_of_the_Meeting_of_the_Trustees_of_the_Rajaji_Foundation_24-01-1984.pdf	1383	1984-01-24	1984						minutes	minutes
